phantom,method,scout_views,k,resolution,kmax,seed,psnr,ssim,nrmse,hfen,li_mean,li_max,li_p95,photon_starved_frac
lof_flange_v4b,greedy_composite_scout,16,40,384,360,0,32.0731,0.85332,0.22115,9.90248,1.09046,8.75944,4.2703,0.0
lof_flange_v4b,greedy_composite_scout,16,80,384,360,0,36.21868,0.90099,0.13722,6.13156,1.09046,8.58158,4.29004,0.0
lof_flange_v4b,greedy_composite_scout,32,40,384,360,0,30.9644,0.85448,0.25126,10.5828,1.09046,8.71961,4.28268,0.0
lof_flange_v4b,greedy_composite_scout,32,80,384,360,0,35.56283,0.89984,0.14798,6.63575,1.09046,8.6323,4.27981,0.0
lof_flange_v4b,greedy_composite_scout,64,40,384,360,0,31.9225,0.84414,0.22502,9.94363,1.09046,8.57717,4.30404,0.0
lof_flange_v4b,greedy_composite_scout,64,80,384,360,0,35.56617,0.89809,0.14792,6.78281,1.09046,8.72267,4.31645,0.0
lof_flange_v4b,vcls_bundle_scout,8,40,384,360,0,32.33449,0.84846,0.2146,9.66031,1.09046,8.70581,4.23479,0.0
lof_flange_v4b,vcls_bundle_scout,8,80,384,360,0,35.04981,0.87395,0.15698,7.119,1.09046,8.72953,4.25536,0.0
lof_flange_v4b,vcls_bundle_scout,16,40,384,360,0,31.39042,0.84205,0.23924,10.28386,1.09046,8.65048,4.26559,0.0
lof_flange_v4b,vcls_bundle_scout,16,80,384,360,0,32.94689,0.87114,0.19999,9.15053,1.09046,8.71552,4.32893,0.0
lof_flange_v4b,vcls_bundle_scout,32,40,384,360,0,31.04602,0.8418,0.24891,10.5495,1.09046,8.64126,4.26878,0.0
lof_flange_v4b,vcls_bundle_scout,32,80,384,360,0,32.6122,0.87461,0.20784,9.38473,1.09046,8.72548,4.32604,0.0
lof_flange_v4b,vcls_bundle_scout,64,40,384,360,0,31.26381,0.8462,0.24275,10.44266,1.09046,8.64442,4.28302,0.0
lof_flange_v4b,vcls_bundle_scout,64,80,384,360,0,33.03751,0.8761,0.19791,9.08824,1.09046,8.71899,4.33507,0.0
lof_flange_v4b,vcls_scout,8,40,384,360,0,36.6631,0.92601,0.13037,4.43566,1.09046,8.60893,6.32063,0.0
lof_flange_v4b,vcls_scout,8,80,384,360,0,37.68493,0.9176,0.1159,2.84194,1.09046,8.75281,6.1769,0.0
lof_flange_v4b,vcls_scout,16,40,384,360,0,36.76297,0.92728,0.12888,4.34808,1.09046,8.60893,6.3205,0.0
lof_flange_v4b,vcls_scout,16,80,384,360,0,37.68999,0.91764,0.11584,2.75286,1.09046,8.75121,6.21662,0.0
lof_flange_v4b,vcls_scout,32,40,384,360,0,36.78772,0.92562,0.12852,4.33069,1.09046,8.60893,6.319,0.0
lof_flange_v4b,vcls_scout,32,80,384,360,0,37.70833,0.91656,0.11559,2.73564,1.09046,8.75121,6.21374,0.0
lof_flange_v4b,vcls_scout,64,40,384,360,0,36.71165,0.92462,0.12965,4.36631,1.09046,8.57746,6.31939,0.0
lof_flange_v4b,vcls_scout,64,80,384,360,0,37.70933,0.91631,0.11558,2.73393,1.09046,8.75121,6.21227,0.0
